Symbol,Yahoo_Ticker,Big Sectors,Industry
CSLFINANCE,CSLFINANCE.NS,Services,Credit Services
CTE,CTE.NS,Information Technology,IT - Services
CUB,CUB.NS,Services,Banks - Regional
CUBEXTUB,CUBEXTUB.NS,Commodities,Non - Ferrous Metals
CUMMINSIND,CUMMINSIND.NS,Industrials,Industrial Manufacturing
CUPID,CUPID.NS,Fast Moving consumer goods,Household Products
CURAA,CURAA.NS,Information Technology,IT - Software
CYBERMEDIA,CYBERMEDIA.NS,Telecommunication,Telecom - Equipment & Accessories
CYBERTECH,CYBERTECH.NS,Information Technology,IT - Services
CYIENT,CYIENT.NS,Industrials,Industrial Products
CYIENTDLM,CYIENTDLM.NS,Information Technology,IT - Hardware
DABUR,DABUR.NS,Fast Moving consumer goods,Household Products
DALBHARAT,DALBHARAT.NS,Commodities,Other Construction Materials
DALMIASUG,DALMIASUG.NS,Fast Moving consumer goods,Food Products
DAMCAPITAL,DAMCAPITAL.NS,Services,Capital Markets
DAMODARIND,DAMODARIND.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
DANGEE,DANGEE.NS,Consumer Discretionary,Consumer Services
DATAMATICS,DATAMATICS.NS,Information Technology,IT - Services
DATAPATTNS,DATAPATTNS.NS,Industrials,Aerospace & Defense
DAVANGERE,DAVANGERE.NS,Fast Moving consumer goods,Food Products
DBCORP,DBCORP.NS,Telecommunication,Telecom - Equipment & Accessories
DBEIL,DBEIL.NS,Industrials,Construction
DBL,DBL.NS,Industrials,Construction
DBOL,DBOL.NS,Fast Moving consumer goods,Farm Products
DBREALTY,DBREALTY.NS,Consumer Discretionary,Realty
DBSTOCKBRO,DBSTOCKBRO.NS,Services,Capital Markets
DCAL,DCAL.NS,Healthcare,Pharmaceuticals & Biotechnology
DCBBANK,DCBBANK.NS,Services,Banks - Regional
DCI,DCI.NS,Information Technology,IT - Hardware
DCM,DCM.NS,Industrials,Industrial Manufacturing
DCMFINSERV,DCMFINSERV.NS,Services,Credit Services
DCMNVL,DCMNVL.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
DCMSHRIRAM,DCMSHRIRAM.NS,Industrials,Industrial Products
DCMSRIND,DCMSRIND.NS,Fast Moving consumer goods,Food Products
DCW,DCW.NS,Commodities,Chemicals & Petrochemicals
DCXINDIA,DCXINDIA.NS,Industrials,Aerospace & Defense
DDEVPLSTIK,DDEVPLSTIK.NS,Commodities,Fertilizers & Agrochemicals
DECCANCE,DECCANCE.NS,Commodities,Other Construction Materials
DEEDEV,DEEDEV.NS,Industrials,Industrial Manufacturing
DEEPAKFERT,DEEPAKFERT.NS,Commodities,Chemicals & Petrochemicals
DEEPAKNTR,DEEPAKNTR.NS,Commodities,Chemicals & Petrochemicals
DEEPINDS,DEEPINDS.NS,Energy,Oil
DELHIVERY,DELHIVERY.NS,Industrials,Industrial Products
DELPHIFX,DELPHIFX.NS,Services,Capital Markets
DELTACORP,DELTACORP.NS,Consumer Discretionary,Leisure Services
DELTAMAGNT,DELTAMAGNT.NS,Industrials,Industrial Manufacturing
DEN,DEN.NS,Telecommunication,Telecom - Equipment & Accessories
DENORA,DENORA.NS,Industrials,Electrical Equipment
DENTA,DENTA.NS,Industrials,Construction
DEVIT,DEVIT.NS,Information Technology,IT - Services
DEVYANI,DEVYANI.NS,Consumer Discretionary,Consumer Services
DGCONTENT,DGCONTENT.NS,Telecommunication,Telecom - Equipment & Accessories
DHAMPURSUG,DHAMPURSUG.NS,Fast Moving consumer goods,Food Products
DHANBANK,DHANBANK.NS,Services,Banks - Regional
DHANI,DHANI.NS,Services,Credit Services
DHANUKA,DHANUKA.NS,Commodities,Fertilizers & Agrochemicals
DHARMAJ,DHARMAJ.NS,Commodities,Fertilizers & Agrochemicals
DHRUV,DHRUV.NS,Industrials,Construction
DHUNINV,DHUNINV.NS,Services,Capital Markets
DIACABS,DIACABS.NS,Industrials,Industrial Manufacturing
DIAMINESQ,DIAMINESQ.NS,Commodities,Chemicals & Petrochemicals
DIAMONDYD,DIAMONDYD.NS,Fast Moving consumer goods,Food Products
DICIND,DICIND.NS,Commodities,Fertilizers & Agrochemicals
DIFFNKG,DIFFNKG.NS,Industrials,Industrial Manufacturing
DIGIDRIVE,DIGIDRIVE.NS,Consumer Discretionary,Retailing
DIGISPICE,DIGISPICE.NS,Information Technology,IT - Services
DIGITIDE,DIGITIDE.NS,Industrials,Industrial Products
DIGJAMLMTD,DIGJAMLMTD.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
DIL,DIL.NS,Industrials,"Agricultural, Commercial & Construction Vehicles"
DISHTV,DISHTV.NS,Telecommunication,Telecom - Equipment & Accessories
DIVGIITTS,DIVGIITTS.NS,Consumer Discretionary,Automobile & Auto Components
DIVISLAB,DIVISLAB.NS,Healthcare,Pharmaceuticals & Biotechnology
DIXON,DIXON.NS,Information Technology,IT - Hardware
DJML,DJML.NS,Industrials,Industrial Products
DLF,DLF.NS,Consumer Discretionary,Realty
DLINKINDIA,DLINKINDIA.NS,Information Technology,IT - Hardware
DMART,DMART.NS,Fast Moving consumer goods,Diversified FMCG
DMCC,DMCC.NS,Commodities,Chemicals & Petrochemicals
DNAMEDIA,DNAMEDIA.NS,Telecommunication,Telecom - Equipment & Accessories
DODLA,DODLA.NS,Fast Moving consumer goods,Diversified FMCG
DOLATALGO,DOLATALGO.NS,Services,Capital Markets
DOLLAR,DOLLAR.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
DOLPHIN,DOLPHIN.NS,Energy,Oil
DOMS,DOMS.NS,Industrials,Industrial Products
DONEAR,DONEAR.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
DPABHUSHAN,DPABHUSHAN.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
DPSCLTD,DPSCLTD.NS,Utilities,Utilities
DPWIRES,DPWIRES.NS,Industrials,Industrial Manufacturing
DRCSYSTEMS,DRCSYSTEMS.NS,Information Technology,IT - Services
DREAMFOLKS,DREAMFOLKS.NS,Industrials,Industrial Products
DREDGECORP,DREDGECORP.NS,Industrials,Construction
DRREDDY,DRREDDY.NS,Healthcare,Pharmaceuticals & Biotechnology
DSSL,DSSL.NS,Information Technology,IT - Services
DTIL,DTIL.NS,Fast Moving consumer goods,Food Products
DUCON,DUCON.NS,Industrials,Industrial Manufacturing
DVL,DVL.NS,Services,Capital Markets
DWARKESH,DWARKESH.NS,Fast Moving consumer goods,Food Products
DYCL,DYCL.NS,Industrials,Electrical Equipment
DYNAMATECH,DYNAMATECH.NS,Consumer Discretionary,Automobile & Auto Components
DYNPRO,DYNPRO.NS,Commodities,Fertilizers & Agrochemicals
E2E,E2E.NS,Information Technology,IT - Software
EASEMYTRIP,EASEMYTRIP.NS,Consumer Discretionary,Consumer Services
ECLERX,ECLERX.NS,Information Technology,IT - Services
ECOSMOBLTY,ECOSMOBLTY.NS,Industrials,Industrial Products
EDELWEISS,EDELWEISS.NS,Services,Financial Conglomerates
EICHERMOT,EICHERMOT.NS,Consumer Discretionary,Automobile & Auto Components
EIDPARRY,EIDPARRY.NS,Commodities,Fertilizers & Agrochemicals
EIEL,EIEL.NS,Industrials,Construction
EIFFL,EIFFL.NS,Fast Moving consumer goods,Food Products
EIHAHOTELS,EIHAHOTELS.NS,Consumer Discretionary,Leisure Services
EIHOTEL,EIHOTEL.NS,Consumer Discretionary,Leisure Services
EIMCOELECO,EIMCOELECO.NS,Industrials,"Agricultural, Commercial & Construction Vehicles"
EKC,EKC.NS,Industrials,Industrial Manufacturing
ELDEHSG,ELDEHSG.NS,Consumer Discretionary,Realty
ELECON,ELECON.NS,Industrials,Industrial Manufacturing
ELECTCAST,ELECTCAST.NS,Industrials,Construction
ELECTHERM,ELECTHERM.NS,Commodities,Ferrous Metals
ELGIEQUIP,ELGIEQUIP.NS,Industrials,Industrial Manufacturing
ELGIRUBCO,ELGIRUBCO.NS,Consumer Discretionary,Automobile & Auto Components
ELIN,ELIN.NS,Industrials,Electrical Equipment
EMAMILTD,EMAMILTD.NS,Fast Moving consumer goods,Household Products
EMAMIPAP,EMAMIPAP.NS,Commodities,"Paper, Forest & Jute Products"
EMAMIREAL,EMAMIREAL.NS,Consumer Discretionary,Realty
EMBDL,EMBDL.NS,Consumer Discretionary,Realty
EMCURE,EMCURE.NS,Healthcare,Pharmaceuticals & Biotechnology
EMIL,EMIL.NS,Consumer Discretionary,Retailing
EMKAY,EMKAY.NS,Services,Capital Markets
EMMBI,EMMBI.NS,Consumer Discretionary,Retailing
EMSLIMITED,EMSLIMITED.NS,Industrials,Construction
EMUDHRA,EMUDHRA.NS,Information Technology,IT - Software
ENDURANCE,ENDURANCE.NS,Consumer Discretionary,Automobile & Auto Components
ENERGYDEV,ENERGYDEV.NS,Utilities,Utilities
ENGINERSIN,ENGINERSIN.NS,Industrials,Construction
ENIL,ENIL.NS,Telecommunication,Telecom - Equipment & Accessories
ENRIN,ENRIN.NS,Utilities,Utilities
ENTERO,ENTERO.NS,Healthcare,Healthcare Equipment & Supplies
EPACK,EPACK.NS,Consumer Discretionary,Consumer Durables
EPIGRAL,EPIGRAL.NS,Commodities,Chemicals & Petrochemicals
EPL,EPL.NS,Consumer Discretionary,Retailing
EQUIPPP,EQUIPPP.NS,Commodities,Fertilizers & Agrochemicals
EQUITASBNK,EQUITASBNK.NS,Services,Banks - Regional
ERIS,ERIS.NS,Healthcare,Pharmaceuticals & Biotechnology
ESABINDIA,ESABINDIA.NS,Industrials,Industrial Manufacturing
ESAFSFB,ESAFSFB.NS,Services,Banks - Regional
ESCORTS,ESCORTS.NS,Industrials,"Agricultural, Commercial & Construction Vehicles"
ESSARSHPNG,ESSARSHPNG.NS,Industrials,Industrial Products
ESSENTIA,ESSENTIA.NS,Fast Moving consumer goods,Diversified FMCG
ESTER,ESTER.NS,Commodities,Fertilizers & Agrochemicals
ETERNAL,ETERNAL.NS,Consumer Discretionary,Retailing
ETHOS-RE,ETHOS-RE.NS,,
ETHOSLTD,ETHOSLTD.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
EUREKAFORB,EUREKAFORB.NS,Consumer Discretionary,Consumer Durables
EUROTEXIND,EUROTEXIND.NS,Consumer Discretionary,Realty
EVEREADY,EVEREADY.NS,Industrials,Electrical Equipment
EVERESTIND,EVERESTIND.NS,Industrials,Construction
EXCEL,EXCEL.NS,Industrials,Industrial Products
EXCELINDUS,EXCELINDUS.NS,Commodities,Fertilizers & Agrochemicals
EXICOM,EXICOM.NS,Industrials,Electrical Equipment
EXIDEIND,EXIDEIND.NS,Consumer Discretionary,Automobile & Auto Components
EXPLEOSOL,EXPLEOSOL.NS,Information Technology,IT - Services
EXXARO,EXXARO.NS,Industrials,Construction
FACT,FACT.NS,Commodities,Fertilizers & Agrochemicals
FAIRCHEMOR,FAIRCHEMOR.NS,Commodities,Fertilizers & Agrochemicals
FAZE3Q,FAZE3Q.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
FCL,FCL.NS,Commodities,Fertilizers & Agrochemicals
FCSSOFT,FCSSOFT.NS,Information Technology,IT - Services
FDC,FDC.NS,Healthcare,Pharmaceuticals & Biotechnology
FEDERALBNK,FEDERALBNK.NS,Services,Banks - Regional
FEDFINA,FEDFINA.NS,Services,Credit Services
FEL,FEL.NS,Consumer Discretionary,Retailing
FELDVR,FELDVR.NS,Consumer Discretionary,Retailing
FIBERWEB,FIBERWEB.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
FIEMIND,FIEMIND.NS,Consumer Discretionary,Automobile & Auto Components
FILATEX,FILATEX.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
FILATFASH,FILATFASH.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
FINCABLES,FINCABLES.NS,Industrials,Electrical Equipment
FINEORG,FINEORG.NS,Commodities,Fertilizers & Agrochemicals
FINOPB,FINOPB.NS,Services,Banks - Regional
FINPIPE,FINPIPE.NS,Industrials,Construction
FIRSTCRY,FIRSTCRY.NS,Consumer Discretionary,Retailing
FIVESTAR,FIVESTAR.NS,Services,Credit Services
FLAIR,FLAIR.NS,Industrials,Industrial Products
FLEXITUFF,FLEXITUFF.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
FLFL,FLFL.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
FLUOROCHEM,FLUOROCHEM.NS,Commodities,Fertilizers & Agrochemicals
FMGOETZE,FMGOETZE.NS,Consumer Discretionary,Automobile & Auto Components
FMNL,FMNL.NS,Consumer Discretionary,Realty
FOCUS,FOCUS.NS,Consumer Discretionary,Consumer Durables
FOODSIN,FOODSIN.NS,Fast Moving consumer goods,Food Products
FORCEMOT,FORCEMOT.NS,Consumer Discretionary,Automobile & Auto Components
FORTIS,FORTIS.NS,Healthcare,Healthcare Services
FOSECOIND,FOSECOIND.NS,Commodities,Chemicals & Petrochemicals
FSC,FSC.NS,Industrials,Industrial Products
FSL,FSL.NS,Information Technology,IT - Services
FUSION,FUSION.NS,Services,Credit Services
GABRIEL,GABRIEL.NS,Consumer Discretionary,Automobile & Auto Components
GAEL,GAEL.NS,Fast Moving consumer goods,Food Products
GAIL,GAIL.NS,Utilities,Utilities
GALAPREC,GALAPREC.NS,Industrials,Industrial Manufacturing
GALAXYSURF,GALAXYSURF.NS,Commodities,Fertilizers & Agrochemicals
GALLANTT,GALLANTT.NS,Commodities,Ferrous Metals
GANDHAR,GANDHAR.NS,Energy,Petroleum Products
GANDHITUBE,GANDHITUBE.NS,Industrials,Industrial Manufacturing
GANECOS,GANECOS.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
GANESHBE,GANESHBE.NS,Commodities,Fertilizers & Agrochemicals
GANESHHOUC,GANESHHOUC.NS,Consumer Discretionary,Realty
GANGAFORGE,GANGAFORGE.NS,Industrials,Industrial Manufacturing
GANGESSECU,GANGESSECU.NS,Fast Moving consumer goods,Food Products
GARFIBRES,GARFIBRES.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
GARUDA,GARUDA.NS,Industrials,Construction
GATECH,GATECH.NS,Services,Asset Management
GATECHDVR,GATECHDVR.NS,Services,Asset Management
GATEWAY,GATEWAY.NS,Industrials,Industrial Products
GAYAHWS,GAYAHWS.NS,Industrials,Construction
GAYAPROJ,GAYAPROJ.NS,Industrials,Construction
GEECEE,GEECEE.NS,Consumer Discretionary,Realty
GEEKAYWIRE,GEEKAYWIRE.NS,Industrials,Electrical Equipment
GENCON,GENCON.NS,Industrials,Construction
GENESYS,GENESYS.NS,Information Technology,IT - Software
GENSOL,GENSOL.NS,Information Technology,IT - Hardware
GENUSPAPER,GENUSPAPER.NS,Commodities,"Paper, Forest & Jute Products"
GENUSPOWER,GENUSPOWER.NS,Industrials,Electrical Equipment
GEOJITFSL,GEOJITFSL.NS,Services,Capital Markets
GEPIL,GEPIL.NS,Industrials,Construction
GESHIP,GESHIP.NS,Industrials,Industrial Products
GFLLIMITED,GFLLIMITED.NS,Services,Asset Management
GHCL,GHCL.NS,Commodities,Chemicals & Petrochemicals
GHCLTEXTIL,GHCLTEXTIL.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
GICHSGFIN,GICHSGFIN.NS,Services,Mortgage Finance
GICRE,GICRE.NS,Services,Insurance - Reinsurance
GILLANDERS,GILLANDERS.NS,Fast Moving consumer goods,Farm Products
GILLETTE,GILLETTE.NS,Fast Moving consumer goods,Household Products
GINNIFILA,GINNIFILA.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
GIPCL,GIPCL.NS,Utilities,Utilities
GKWLIMITED,GKWLIMITED.NS,Industrials,Industrial Products
GLAND,GLAND.NS,Healthcare,Pharmaceuticals & Biotechnology
GLAXO,GLAXO.NS,Healthcare,Pharmaceuticals & Biotechnology
GLENMARK,GLENMARK.NS,Healthcare,Pharmaceuticals & Biotechnology
GLFL,GLFL.NS,Services,Shell Companies
GLOBAL,GLOBAL.NS,Fast Moving consumer goods,Diversified FMCG
GLOBALE,GLOBALE.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
GLOBALVECT,GLOBALVECT.NS,Industrials,Industrial Products
GLOBE,GLOBE.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
GLOBUSSPR,GLOBUSSPR.NS,Fast Moving consumer goods,Beverages
GLOSTERLTD,GLOSTERLTD.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
GMBREW,GMBREW.NS,Fast Moving consumer goods,Beverages
GMDCLTD,GMDCLTD.NS,Energy,Consumable Fuels
GMMPFAUDLR,GMMPFAUDLR.NS,Industrials,Industrial Manufacturing
GMRAIRPORT,GMRAIRPORT.NS,Industrials,Industrial Products
GMRP&UI,GMRP&UI.NS,Energy,Consumable Fuels
GNA,GNA.NS,Consumer Discretionary,Automobile & Auto Components
GNFC,GNFC.NS,Commodities,Chemicals & Petrochemicals
GOACARBON,GOACARBON.NS,Commodities,Fertilizers & Agrochemicals
GOCLCORP,GOCLCORP.NS,Commodities,Fertilizers & Agrochemicals
GOCOLORS,GOCOLORS.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
GODAVARIB,GODAVARIB.NS,Commodities,Chemicals & Petrochemicals
GODFRYPHLP,GODFRYPHLP.NS,Fast Moving consumer goods,Cigarettes & Tobacco Products
GODHA,GODHA.NS,Industrials,Electrical Equipment
GODIGIT,GODIGIT.NS,Services,Insurance - Property & Casualty
GODREJAGRO,GODREJAGRO.NS,Fast Moving consumer goods,Food Products
GODREJCP,GODREJCP.NS,Fast Moving consumer goods,Household Products
GODREJIND,GODREJIND.NS,Industrials,Industrial Products
GODREJPROP,GODREJPROP.NS,Consumer Discretionary,Realty
GOENKA,GOENKA.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
GOKEX,GOKEX.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
GOKUL,GOKUL.NS,Fast Moving consumer goods,Food Products
GOKULAGRO,GOKULAGRO.NS,Fast Moving consumer goods,Food Products
GOLDENTOBC,GOLDENTOBC.NS,Fast Moving consumer goods,Cigarettes & Tobacco Products
GOLDIAM,GOLDIAM.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
GOLDTECH,GOLDTECH.NS,Information Technology,IT - Services
GOODLUCK,GOODLUCK.NS,Commodities,Ferrous Metals
GOPAL,GOPAL.NS,Fast Moving consumer goods,Food Products
GOYALALUM,GOYALALUM.NS,Commodities,Non - Ferrous Metals
GPIL,GPIL.NS,Commodities,Ferrous Metals
GPPL,GPPL.NS,Industrials,Industrial Products
GPTHEALTH,GPTHEALTH.NS,Healthcare,Healthcare Services
GPTINFRA,GPTINFRA.NS,Industrials,Construction
GRANULES,GRANULES.NS,Healthcare,Pharmaceuticals & Biotechnology
GRAPHITE,GRAPHITE.NS,Industrials,Electrical Equipment
GRASIM,GRASIM.NS,Commodities,Other Construction Materials
GRAVITA,GRAVITA.NS,Industrials,Industrial Manufacturing
GREAVESCOT,GREAVESCOT.NS,Industrials,Industrial Manufacturing
GREENLAM,GREENLAM.NS,Consumer Discretionary,Consumer Durables
GREENPANEL,GREENPANEL.NS,Commodities,Cement & Cement Products
GREENPLY,GREENPLY.NS,Commodities,Cement & Cement Products
GREENPOWER,GREENPOWER.NS,Utilities,Utilities
GRINDWELL,GRINDWELL.NS,Industrials,Construction
GRINFRA,GRINFRA.NS,Industrials,Construction
GRMOVER,GRMOVER.NS,Fast Moving consumer goods,Food Products
GROBTEA,GROBTEA.NS,Fast Moving consumer goods,Farm Products
GRPLTD,GRPLTD.NS,Consumer Discretionary,Automobile & Auto Components
GRSE,GRSE.NS,Industrials,Aerospace & Defense
GRWRHITECH,GRWRHITECH.NS,Commodities,Fertilizers & Agrochemicals
GSFC,GSFC.NS,Commodities,Fertilizers & Agrochemicals
GSLSU,GSLSU.NS,Commodities,Other Construction Materials
GSPL,GSPL.NS,Utilities,Utilities
GSS,GSS.NS,Information Technology,IT - Services
GTECJAINX,GTECJAINX.NS,Fast Moving consumer goods,Diversified FMCG
GTL,GTL.NS,Telecommunication,Telecom - Services
GTLINFRA,GTLINFRA.NS,Information Technology,IT - Hardware
GTPL,GTPL.NS,Telecommunication,Telecom - Equipment & Accessories
GUFICBIO,GUFICBIO.NS,Healthcare,Pharmaceuticals & Biotechnology
GUJALKALI,GUJALKALI.NS,Commodities,Chemicals & Petrochemicals
GUJAPOLLO,GUJAPOLLO.NS,Industrials,Industrial Manufacturing
GUJGASLTD,GUJGASLTD.NS,Utilities,Utilities
GUJRAFFIA,GUJRAFFIA.NS,,
GUJTHEM,GUJTHEM.NS,Healthcare,Pharmaceuticals & Biotechnology
GULFOILLUB,GULFOILLUB.NS,Commodities,Fertilizers & Agrochemicals
GULFPETRO,GULFPETRO.NS,Energy,Petroleum Products
GULPOLY,GULPOLY.NS,Commodities,Chemicals & Petrochemicals
GVKPIL,GVKPIL.NS,Utilities,Utilities
GVPTECH,GVPTECH.NS,Information Technology,IT - Services
GVT&D,GVT&D.NS,Industrials,Industrial Manufacturing
HAL,HAL.NS,Industrials,Aerospace & Defense
HAPPSTMNDS,HAPPSTMNDS.NS,Information Technology,IT - Services
HAPPYFORGE,HAPPYFORGE.NS,Industrials,Industrial Manufacturing
HARDWYN,HARDWYN.NS,Industrials,Construction
HARIOMPIPE,HARIOMPIPE.NS,Commodities,Ferrous Metals
HARRMALAYA,HARRMALAYA.NS,Fast Moving consumer goods,Farm Products
HARSHA,HARSHA.NS,Industrials,Industrial Manufacturing
HATHWAY,HATHWAY.NS,Telecommunication,Telecom - Equipment & Accessories
HATSUN,HATSUN.NS,Fast Moving consumer goods,Food Products
HAVELLS,HAVELLS.NS,Industrials,Electrical Equipment
HAVISHA,HAVISHA.NS,Consumer Discretionary,Leisure Services
HBLENGINE,HBLENGINE.NS,Industrials,Electrical Equipment
HBSL,HBSL.NS,Services,Capital Markets
HCC,HCC.NS,Industrials,Construction
HCG,HCG.NS,Healthcare,Healthcare Services
HCL-INSYS,HCL-INSYS.NS,Information Technology,IT - Hardware
HCLTECH,HCLTECH.NS,Information Technology,IT - Services
HDFCAMC,HDFCAMC.NS,Services,Asset Management
HDFCBANK,HDFCBANK.NS,Services,Banks - Regional
HDFCLIFE,HDFCLIFE.NS,Services,Insurance - Life
HEADSUP,HEADSUP.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
HECPROJECT,HECPROJECT.NS,Industrials,Construction
HEG,HEG.NS,Industrials,Electrical Equipment
HEIDELBERG,HEIDELBERG.NS,Commodities,Other Construction Materials
HEMIPROP,HEMIPROP.NS,Consumer Discretionary,Realty
HERANBA,HERANBA.NS,Commodities,Fertilizers & Agrochemicals
HERCULES,HERCULES.NS,Industrials,Industrial Manufacturing
HERITGFOOD,HERITGFOOD.NS,Fast Moving consumer goods,Food Products
HEROMOTOCO,HEROMOTOCO.NS,Consumer Discretionary,Automobile & Auto Components
HESTERBIO,HESTERBIO.NS,Healthcare,Pharmaceuticals & Biotechnology
HEUBACHIND,HEUBACHIND.NS,Commodities,Fertilizers & Agrochemicals
HEXATRADEX,HEXATRADEX.NS,Services,Credit Services
HEXT,HEXT.NS,Information Technology,IT - Services
HFCL,HFCL.NS,Information Technology,IT - Hardware
HGINFRA,HGINFRA.NS,Industrials,Construction
HGS,HGS.NS,Industrials,Industrial Products
HIKAL,HIKAL.NS,Healthcare,Pharmaceuticals & Biotechnology
HILTON,HILTON.NS,Industrials,Industrial Manufacturing
HIMATSEIDE,HIMATSEIDE.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
HINDALCO,HINDALCO.NS,Commodities,Non - Ferrous Metals
HINDCOMPOS,HINDCOMPOS.NS,Consumer Discretionary,Automobile & Auto Components
HINDCON,HINDCON.NS,Commodities,Fertilizers & Agrochemicals
HINDCOPPER,HINDCOPPER.NS,Commodities,Non - Ferrous Metals
HINDMOTORS,HINDMOTORS.NS,Consumer Discretionary,Automobile & Auto Components
HINDOILEXP,HINDOILEXP.NS,Energy,Oil
HINDPETRO,HINDPETRO.NS,Energy,Petroleum Products
HINDUNILVR,HINDUNILVR.NS,Fast Moving consumer goods,Household Products
HINDWAREAP,HINDWAREAP.NS,Consumer Discretionary,Consumer Durables
HINDZINC,HINDZINC.NS,Commodities,Minerals & Mining
HIRECT,HIRECT.NS,Industrials,Electrical Equipment
HISARMETAL,HISARMETAL.NS,Commodities,Ferrous Metals
HITECH,HITECH.NS,Commodities,Ferrous Metals
HITECHCORP,HITECHCORP.NS,Consumer Discretionary,Retailing
HITECHGEAR,HITECHGEAR.NS,Consumer Discretionary,Automobile & Auto Components
HLEGLAS,HLEGLAS.NS,Industrials,Industrial Manufacturing
HLVLTD,HLVLTD.NS,Consumer Discretionary,Leisure Services
HMAAGRO,HMAAGRO.NS,Fast Moving consumer goods,Food Products
HMT,HMT.NS,Industrials,"Agricultural, Commercial & Construction Vehicles"
HMVL,HMVL.NS,Telecommunication,Telecom - Equipment & Accessories
HNDFDS,HNDFDS.NS,Industrials,Industrial Products
HOMEFIRST,HOMEFIRST.NS,Services,Mortgage Finance
HONASA,HONASA.NS,Fast Moving consumer goods,Household Products
HONAUT,HONAUT.NS,Industrials,Electrical Equipment
HONDAPOWER,HONDAPOWER.NS,Industrials,Industrial Manufacturing
HOVS,HOVS.NS,Information Technology,IT - Services
HPAL,HPAL.NS,Commodities,Fertilizers & Agrochemicals
HPIL,HPIL.NS,Commodities,Fertilizers & Agrochemicals
HPL,HPL.NS,Industrials,Electrical Equipment
HSCL,HSCL.NS,Commodities,Fertilizers & Agrochemicals
HTMEDIA,HTMEDIA.NS,Telecommunication,Telecom - Equipment & Accessories
HUBTOWN,HUBTOWN.NS,Consumer Discretionary,Realty
HUDCO,HUDCO.NS,Services,Credit Services
HUHTAMAKI,HUHTAMAKI.NS,Consumer Discretionary,Retailing
HYBRIDFIN,HYBRIDFIN.NS,Services,Capital Markets
HYUNDAI,HYUNDAI.NS,Consumer Discretionary,Automobile & Auto Components
ICDSLTD,ICDSLTD.NS,Consumer Discretionary,Realty
ICEMAKE,ICEMAKE.NS,Industrials,Industrial Manufacturing
ICICIBANK,ICICIBANK.NS,Services,Banks - Regional
ICICIGI,ICICIGI.NS,Services,Insurance - Diversified
ICICIPRULI,ICICIPRULI.NS,Services,Insurance - Life
ICIL,ICIL.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
ICRA,ICRA.NS,Services,Financial Data & Stock Exchanges
IDBI,IDBI.NS,Services,Banks - Regional
IDEA,IDEA.NS,Telecommunication,Telecom - Services
IDEAFORGE,IDEAFORGE.NS,Information Technology,IT - Hardware
IDFCFIRSTB,IDFCFIRSTB.NS,Services,Banks - Regional
IEL,IEL.NS,Industrials,Industrial Products
IEX,IEX.NS,Services,Capital Markets
IFBAGRO,IFBAGRO.NS,Fast Moving consumer goods,Beverages
IFBIND,IFBIND.NS,Consumer Discretionary,Consumer Durables
IFCI,IFCI.NS,Services,Credit Services
IFGLEXPOR,IFGLEXPOR.NS,Commodities,Other Construction Materials
IGARASHI,IGARASHI.NS,Consumer Discretionary,Automobile & Auto Components
IGIL,IGIL.NS,Commodities,Minerals & Mining
IGL,IGL.NS,Utilities,Utilities
IGPL,IGPL.NS,Commodities,Chemicals & Petrochemicals
IIFL,IIFL.NS,Services,Credit Services
IIFLCAPS,IIFLCAPS.NS,Services,Capital Markets
IITL,IITL.NS,Services,Credit Services
IKIO,IKIO.NS,Information Technology,IT - Hardware
IKS,IKS.NS,Healthcare,Healthcare Services
IL&FSENGG,IL&FSENGG.NS,Industrials,Construction
IL&FSTRANS,IL&FSTRANS.NS,Industrials,Construction
IMAGICAA,IMAGICAA.NS,Telecommunication,Telecom - Equipment & Accessories
IMFA,IMFA.NS,Commodities,Ferrous Metals
IMPAL,IMPAL.NS,Consumer Discretionary,Automobile & Auto Components
