Company Name,Symbol,SERIES
Kirloskar Pneumatic Company Limited,KIRLPNU,EQ
Kitex Garments Limited,KITEX,EQ
Kewal Kiran Clothing Limited,KKCL,EQ
Kilburn Engineering Limited,KLBRENG-B,EQ
Knowledge Marine & Engineering Works Limited,KMEW,EQ
K.M.Sugar Mills Limited,KMSUGAR,EQ
KN Agri Resources Limited,KNAGRI,EQ
KNR Constructions Limited,KNRCON,EQ
Kohinoor Foods Limited,KOHINOOR,EQ
Kokuyo Camlin Limited,KOKUYOCMLN,EQ
Kolte - Patil Developers Limited,KOLTEPATIL,EQ
Kopran Limited,KOPRAN,EQ
Kotak Mahindra Bank Limited,KOTAKBANK,EQ
Kothari Sugars And Chemicals Limited,KOTARISUG,EQ
Kothari Petrochemicals Limited,KOTHARIPET,EQ
Kothari Products Limited,KOTHARIPRO,EQ
Kothari Industrial Corporation Limited,KOTIC,EQ
Kotyark Industries Limited,KOTYARK,EQ
Kovai Medical Center & Hospital Limited,KOVAI,EQ
K.P. Energy Limited,KPEL,EQ
KPI Green Energy Limited,KPIGREEN,EQ
Kalpataru Projects International Limited,KPIL,EQ
KPIT Technologies Limited,KPITTECH,EQ
Kwality Pharmaceuticals Limited,KPL,EQ
K.P.R. Mill Limited,KPRMILL,EQ
KRBL Limited,KRBL,EQ
Krebs Biochemicals and Industries Limited,KREBSBIO,BE
Kridhan Infra Limited,KRIDHANINF,EQ
Krishana Phoschem Limited,KRISHANA,EQ
Krishival Foods Limited,KRISHIVAL,EQ
Krishna Defence And Allied Industries Limited,KRISHNADEF,EQ
Kriti Industries (India) Limited,KRITI,EQ
Kritika Wires Limited,KRITIKA,EQ
Kriti Nutrients Limited,KRITINUT,BE
KRN Heat Exchanger and Refrigeration Limited,KRN,EQ
Kronox Lab Sciences Limited,KRONOX,EQ
Kross Limited,KROSS,EQ
Krsnaa Diagnostics Limited,KRSNAA,EQ
Krystal Integrated Services Limited,KRYSTAL,EQ
Ksb Limited,KSB,EQ
Kaveri Seed Company Limited,KSCL,EQ
KSH International Limited,KSHINTL,EQ
Kshitij Polyline Limited,KSHITIJPOL,BE
Kalyani Steels Limited,KSL,EQ
Ksolves India Limited,KSOLVES,EQ
KSR Footwear Limited,KSR,BE
The Karnataka Bank Limited,KTKBANK,EQ
Kuantum Papers Limited,KUANTUM,EQ
Kwality Wall's (India) Limited,KWIL,EQ
Lagnam Spintex Limited,LAGNAM,EQ
Lahoti Overseas Limited,LAHOTIOV,EQ
Lakshmi Precision Screws Limited,LAKPRE,BZ
Lorenzini Apparels Limited,LAL,EQ
Dr. Lal Path Labs Ltd.,LALPATHLAB,EQ
Lambodhara Textiles Limited,LAMBODHARA,EQ
Lancor Holdings Limited,LANCORHOL,BE
Landmark Cars Limited,LANDMARK,EQ
Landsmill Green Limited,LANDSMILL,EQ
La Opala RG Limited,LAOPALA,EQ
Lasa Supergenerics Limited,LASA,BE
Latent View Analytics Limited,LATENTVIEW,EQ
Latteys Industries Limited,LATTEYS,EQ
Laurus Labs Limited,LAURUSLABS,EQ
Laxmi Cotspin Limited,LAXMICOT,BE
Laxmi Dental Limited,LAXMIDENTL,EQ
Laxmi India Finance Limited,LAXMIINDIA,EQ
LCC Infotech Limited,LCCINFOTEC,BE
Le Merite Exports Limited,LEMERITE,EQ
Lemon Tree Hotels Limited,LEMONTREE,EQ
Lenskart Solutions Limited,LENSKART,EQ
Lexus Granito (India) Limited,LEXUS,BE
Lakshmi Finance & Industrial Corporation Limited,LFIC,EQ
LG Balakrishnan & Bros Limited,LGBBROSLTD,EQ
LG Electronics India Limited,LGEINDIA,EQ
Laxmi Goldorna House Limited,LGHL,EQ
Libas Consumer Products Limited,LIBAS,EQ
Liberty Shoes Limited,LIBERTSHOE,EQ
LIC Housing Finance Limited,LICHSGFIN,EQ
Life Insurance Corporation Of India,LICI,EQ
Likhitha Infrastructure Limited,LIKHITHA,BE
Linc Limited,LINC,EQ
Lincoln Pharmaceuticals Limited,LINCOLN,EQ
Linde India Limited,LINDEINDIA,EQ
LLOYDS ENGINEERING WORKS LIMITED,LLOYDSENGG,EQ
Lloyds Enterprises Limited,LLOYDSENT,EQ
Lloyds Metals And Energy Limited,LLOYDSME,EQ
LMW Limited,LMW,EQ
Lodha Developers Limited,LODHA,EQ
Lokesh Machines Limited,LOKESHMACH,BE
Lords Chloro Alkali Limited,LORDSCHLO,EQ
Sri Lotus Developers and Realty Limited,LOTUSDEV,EQ
Lotus Eye Hospital and Institute Limited,LOTUSEYE,EQ
Lovable Lingerie Limited,LOVABLE,EQ
Loyal Textile Mills Limited,LOYALTEX,BE
Landmark Property Development Company Limited,LPDC,BE
Larsen & Toubro Limited,LT,EQ
L&T Finance Limited,LTF,EQ
LT Foods Limited,LTFOODS,EQ
LTM Limited,LTM,EQ
L&T Technology Services Limited,LTTS,EQ
Lumax Industries Limited,LUMAXIND,EQ
Lumax Auto Technologies Limited,LUMAXTECH,EQ
Lupin Limited,LUPIN,EQ
Lux Industries Limited,LUXIND,EQ
Laxmi Organic Industries Limited,LXCHEM,EQ
Lyka Labs Limited,LYKALABS,BE
Lypsa Gems & Jewellery Limited,LYPSAGEMS,EQ
Mahindra & Mahindra Limited,M&M,EQ
Mahindra & Mahindra Financial Services Limited,M&MFIN,EQ
Maan Aluminium Limited,MAANALU,EQ
Macpower CNC Machines Limited,MACPOWER,EQ
Madhav Marbles and Granites Limited,MADHAV,EQ
Madhav Infra Projects Limited,MADHAVIPL,EQ
Madhucon Projects Limited,MADHUCON,BE
Madras Fertilizers Limited,MADRASFERT,EQ
Mafatlal Industries Limited,MAFATIND,EQ
Magadh Sugar & Energy Limited,MAGADSUGAR,EQ
Magnum Ventures Limited,MAGNUM,BE
Bank of Maharashtra,MAHABANK,EQ
Maha Rashtra Apex Corporation Limited,MAHAPEXLTD,EQ
Mahamaya Steel Industries Limited,MAHASTEEL,BE
Mahindra EPC Irrigation Limited,MAHEPC,EQ
Maheshwari Logistics Limited,MAHESHWARI,EQ
Mahindra Lifespace Developers Limited,MAHLIFE,EQ
Mahindra Logistics Limited,MAHLOG,EQ
Maharashtra Scooters Limited,MAHSCOOTER,EQ
Maharashtra Seamless Limited,MAHSEAMLES,EQ
Maithan Alloys Limited,MAITHANALL,EQ
Majestic Auto Limited,MAJESAUT,EQ
Mallcom (India) Limited,MALLCOM,EQ
Malu Paper Mills Limited,MALUPAPER,EQ
Mamata Machinery Limited,MAMATA,EQ
Manaksia Aluminium Company Limited,MANAKALUCO,EQ
Manaksia Coated Metals & Industries Limited,MANAKCOAT,EQ
Manaksia Limited,MANAKSIA,EQ
Manaksia Steels Limited,MANAKSTEEL,BE
Manali Petrochemicals Limited,MANALIPETC,EQ
Manappuram Finance Limited,MANAPPURAM,EQ
Manba Finance Limited,MANBA,EQ
Mangal Credit and Fincorp Limited,MANCREDIT,EQ
Mangalam Drugs And Organics Limited,MANGALAM,BE
Mangalam Cement Limited,MANGLMCEM,EQ
Man Industries (India) Limited,MANINDS,EQ
Man Infraconstruction Limited,MANINFRA,EQ
Mankind Pharma Limited,MANKIND,EQ
Manomay Tex India Limited,MANOMAY,EQ
Manorama Industries Limited,MANORAMA,EQ
Mangalam Organics Limited,MANORG,EQ
Manugraph India Limited,MANUGRAPH,EQ
Vedant Fashions Limited,MANYAVAR,EQ
C.E. Info Systems Limited,MAPMYINDIA,EQ
Maral Overseas Limited,MARALOVER,EQ
Marathon Nextgen Realty Limited,MARATHON,EQ
Marico Limited,MARICO,EQ
Marine Electricals (India) Limited,MARINE,EQ
Markolines Pavement Technologies Limited,MARKOLINES,EQ
Marksans Pharma Limited,MARKSANS,EQ
Marsons Limited,MARSONS,EQ
Maruti Suzuki India Limited,MARUTI,EQ
MAS Financial Services Limited,MASFIN,EQ
Mask Investments Limited,MASKINVEST,BE
Mastek Limited,MASTEK,EQ
Master Trust Limited,MASTERTR,EQ
Matrimony.Com Limited,MATRIMONY,EQ
Mawana Sugars Limited,MAWANASUG,EQ
Max Estates Limited,MAXESTATES,EQ
Max Healthcare Institute Limited,MAXHEALTH,EQ
Max India Limited,MAXIND,EQ
Mayur Uniquoters Ltd,MAYURUNIQ,EQ
Mazda Limited,MAZDA,EQ
Mazagon Dock Shipbuilders Limited,MAZDOCK,EQ
Madhya Bharat Agro Products Limited,MBAPL,EQ
M & B Engineering Limited,MBEL,EQ
MBL Infrastructure Limited,MBLINFRA,BE
Mac Charles India Limited,MCCHRLS-B,EQ
Madhav Copper Limited,MCL,BE
Mcleod Russel India Limited,MCLEODRUSS,BE
Magellanic Cloud Limited,MCLOUD,EQ
Multi Commodity Exchange of India Limited,MCX,EQ
Global Health Limited,MEDANTA,EQ
Medi Assist Healthcare Services Limited,MEDIASSIST,EQ
Medicamen Biotech Limited,MEDICAMEQ,EQ
Medico Remedies Limited,MEDICO,EQ
Medplus Health Services Limited,MEDPLUS,EQ
Meesho Limited,MEESHO,EQ
Megastar Foods Limited,MEGASTAR,EQ
Mangal Electrical Industries Limited,MEIL,BE
Menon Pistons Limited,MENNPIS,EQ
Menon Bearings Limited,MENONBE,EQ
MEP Infrastructure Developers Limited,MEP,BZ
Mercantile Ventures Limited,MERCANTILE,EQ
Metro Brands Limited,METROBRAND,EQ
Metroglobal Limited,METROGLOBL,EQ
Metropolis Healthcare Limited,METROPOLIS,EQ
Mahalaxmi Fabric Mills Limited,MFML,EQ
Max Financial Services Limited,MFSL,EQ
Mangalam Global Enterprise Limited,MGEL,EQ
Mahanagar Gas Limited,MGL,EQ
Mahalaxmi Rubtech Limited,MHLXMIRU,EQ
Mahindra Holidays & Resorts India Limited,MHRIL,EQ
MIC Electronics Limited,MICEL,EQ
Mishra Dhatu Nigam Limited,MIDHANI,EQ
Midwest Limited,MIDWESTLTD,EQ
Minda Corporation Limited,MINDACORP,EQ
Mindteck (India) Limited,MINDTECK,EQ
MIRC Electronics Limited,MIRCELECTR,EQ
Mirza International Limited,MIRZAINT,EQ
MITCON Consultancy & Engineering Services Limited,MITCON,EQ
Mittal Life Style Limited,MITTAL,EQ
M K Proteins Limited,MKPL,EQ
MM Forgings Limited,MMFL,EQ
MMP Industries Limited,MMP,EQ
MMTC Limited,MMTC,EQ
Media Matrix Worldwide Limited,MMWL,EQ
One Mobikwik Systems Limited,MOBIKWIK,EQ
Modi Naturals Limited,MODINATUR,EQ
Modi Rubber Limited,MODIRUBBER,EQ
Modis Navnirman Limited,MODIS,EQ
MODISON LIMITED,MODISONLTD,EQ
Modern Threads (India) Limited,MODTHREAD,EQ
Mohit Industries Limited,MOHITIND,EQ
MOIL Limited,MOIL,EQ
Moksh Ornaments Limited,MOKSH,EQ
Meghmani Organics Limited,MOL,EQ
Mold-Tek Technologies Limited,MOLDTECH,EQ
Mold-Tek Packaging Limited,MOLDTKPAC,EQ
Monarch Networth Capital Limited,MONARCH,EQ
Moneyboxx Finance Limited,MONEYBOXX,EQ
Monte Carlo Fashions Limited,MONTECARLO,EQ
Morarjee Textiles Limited,MORARJEE,BZ
Morepen Laboratories Limited,MOREPENLAB,EQ
Moschip Technologies Limited,MOSCHIP,EQ
Samvardhana Motherson International Limited,MOTHERSON,EQ
Motilal Oswal Financial Services Limited,MOTILALOFS,EQ
Motisons Jewellers Limited,MOTISONS,EQ
The Motor & General Finance Limited,MOTOGENFIN,EQ
MphasiS Limited,MPHASIS,EQ
MPS Limited,MPSLTD,EQ
MRF Limited,MRF,EQ
Mangalore Refinery and Petrochemicals Limited,MRPL,EQ
MSP Steel & Power Limited,MSPL,EQ
Mstc Limited,MSTCLTD,EQ
Motherson Sumi Wiring India Limited,MSUMI,EQ
Mtar Technologies Limited,MTARTECH,EQ
MT Educare Limited,MTEDUCARE,BE
Mahanagar Telephone Nigam Limited,MTNL,EQ
Mufin Green Finance Limited,MUFIN,EQ
Credo Brands Marketing Limited,MUFTI,EQ
Mukand Limited,MUKANDLTD,EQ
Mukka Proteins Limited,MUKKA,EQ
Mukta Arts Limited,MUKTAARTS,EQ
Munjal Auto Industries Limited,MUNJALAU,EQ
Munjal Showa Limited,MUNJALSHOW,EQ
Murudeshwar Ceramics Limited,MURUDCERA,EQ
Muthoot Capital Services Limited,MUTHOOTCAP,EQ
Muthoot Finance Limited,MUTHOOTFIN,EQ
Muthoot Microfin Limited,MUTHOOTMF,EQ
Manoj Vaibhav Gems N Jewellers Limited,MVGJL,EQ
Mangalam Worldwide Limited,MWL,EQ
NACL Industries Limited,NACLIND,EQ
Nagarjuna Fertilizers and Chemicals Limited,NAGAFERT,BZ
Nagreeka Capital & Infrastructure Limited,NAGREEKCAP,BE
Nagreeka Exports Limited,NAGREEKEXP,EQ
Nahar Capital and Financial Services Limited,NAHARCAP,EQ
Nahar Industrial Enterprises Limited,NAHARINDUS,EQ
Nahar Poly Films Limited,NAHARPOLY,EQ
Nahar Spinning Mills Limited,NAHARSPING,BE
Nippon Life India Asset Management Limited,NAM-INDIA,EQ
Narmada Agrobase Limited,NARMADA,EQ
Natural Capsules Limited,NATCAPSUQ,EQ
Natco Pharma Limited,NATCOPHARM,EQ
Nath Bio-Genes (India) Limited,NATHBIOGEN,EQ
National Aluminium Company Limited,NATIONALUM,EQ
National Standard (India) Limited,NATIONSTD,EQ
Info Edge (India) Limited,NAUKRI,EQ
NAVA LIMITED,NAVA,EQ
Navin Fluorine International Limited,NAVINFLUOR,EQ
Navkar Corporation Limited,NAVKARCORP,EQ
Navkar Urbanstructure Limited,NAVKARURB,EQ
Navneet Education Limited,NAVNETEDUL,EQ
Nazara Technologies Limited,NAZARA,EQ
NBCC (India) Limited,NBCC,EQ
N. B. I. Industrial Finance Company Limited,NBIFIN,EQ
NCC Limited,NCC,EQ
NCL Industries Limited,NCLIND,EQ
Naga Dhunseri Group Limited,NDGL,EQ
Nandan Denim Limited,NDL,EQ
NDL Ventures Limited,NDLVENTURE,EQ
Ndr Auto Components Limited,NDRAUTO,EQ
New Delhi Television Limited,NDTV,EQ
Neelamalai Agro Industries Limited,NEAGI,EQ
North Eastern Carrying Corporation Limited,NECCLTD,EQ
Nectar Lifesciences Limited,NECLIFE,EQ
Nelcast Limited,NELCAST,EQ
NELCO Limited,NELCO,EQ
Neogen Chemicals Limited,NEOGEN,EQ
Nephrocare Health Services Limited,NEPHROPLUS,EQ
Nesco Limited,NESCO,EQ
Nestle India Limited,NESTLEIND,EQ
Netweb Technologies India Limited,NETWEB,EQ
Network18 Media & Investments Limited,NETWORK18,EQ
Neueon Corporation Limited,NEUEON,BE
Neuland Laboratories Limited,NEULANDLAB,EQ
Newgen Software Technologies Limited,NEWGEN,EQ
Next Mediaworks Limited,NEXTMEDIA,EQ
National Fertilizers Limited,NFL,EQ
Nakoda Group of Industries Limited,NGIL,EQ
NGL Fine-Chem Limited,NGLFINE,EQ
Narayana Hrudayalaya Ltd.,NH,EQ
NHPC Limited,NHPC,EQ
The New India Assurance Company Limited,NIACL,EQ
NIBE Limited,NIBE,EQ
NRB Industrial Bearings Limited,NIBL,EQ
NIIT Limited,NIITLTD,EQ
NIIT Learning Systems Limited,NIITMTS,EQ
Nila Infrastructures Limited,NILAINFRA,EQ
Nila Spaces Limited,NILASPACES,EQ
Nile Limited,NILE,EQ
Nilkamal Limited,NILKAMAL,EQ
Nimbus Projects Limited,NIMBSPROJ,EQ
NINtec Systems Limited,NINSYS,BE
Indo-National Limited,NIPPOBATRY,EQ
Niraj Cement Structurals Limited,NIRAJ,EQ
Niraj Ispat Industries Limited,NIRAJISPAT,BE
Nirlon Limited,NIRLON,EQ
Nitco Limited,NITCO,EQ
Nitin Spinners Limited,NITINSPIN,EQ
Nitiraj Engineers Limited,NITIRAJ,EQ
Nitta Gelatin India Limited,NITTAGELA,EQ
Niva Bupa Health Insurance Company Limited,NIVABUPA,EQ
NK Industries Limited,NKIND,EQ
NLC India Limited,NLCINDIA,EQ
NMDC Limited,NMDC,EQ
NOCIL Limited,NOCIL,EQ
Noida Toll Bridge Company Limited,NOIDATOLL,EQ
Norben Tea & Exports Limited,NORBTEAEXP,EQ
Northern Arc Capital Limited,NORTHARC,EQ
Nova Agritech Limited,NOVAAGRI,EQ
Novartis India Limited,NOVARTIND,EQ
Network People Services Technologies Limited,NPST,EQ
N R Agarwal Industries Limited,NRAIL,EQ
NRB Bearing Limited,NRBBEARING,EQ
Nupur Recyclers Limited,NRL,EQ
Nalwa Sons Investments Limited,NSIL,EQ
NMDC Steel Limited,NSLNISP,EQ
NTPC Limited,NTPC,EQ
NTPC Green Energy Limited,NTPCGREEN,EQ
Nucleus Software Exports Limited,NUCLEUS,EQ
Nureca Limited,NURECA,EQ
Nuvama Wealth Management Limited,NUVAMA,EQ
Nuvoco Vistas Corporation Limited,NUVOCO,EQ
FSN E-Commerce Ventures Limited,NYKAA,EQ
Oriental Aromatics Limited,OAL,EQ
Orissa Bengal Carrier Limited,OBCL,EQ
Oberoi Realty Limited,OBEROIRLTY,EQ
OCCL Limited,OCCLLTD,EQ
Odigma Consultancy Solutions Limited,ODIGMA,BE
Oracle Financial Services Software Limited,OFSS,EQ
Oil India Limited,OIL,EQ
Oil Country Tubular Limited,OILCOUNTUB,BE
Ola Electric Mobility Limited,OLAELEC,EQ
Olectra Greentech Limited,OLECTRA,EQ
Omax Autos Limited,OMAXAUTO,EQ
Omaxe Limited,OMAXE,EQ
Om Freight Forwarders Limited,OMFREIGHT,EQ
OM INFRA LIMITED,OMINFRAL,EQ
Omnitech Engineering Limited,OMNI,EQ
Om Power Transmission Limited,OMPOWER,EQ
Onelife Capital Advisors Limited,ONELIFECAP,EQ
One Point One Solutions Limited,ONEPOINT,EQ
Onesource Specialty Pharma Limited,ONESOURCE,EQ
Oil & Natural Gas Corporation Limited,ONGC,EQ
OnMobile Global Limited,ONMOBILE,EQ
Onward Technologies Limited,ONWARDTEC,EQ
Optiemus Infracom Limited,OPTIEMUS,EQ
Orbit Exports Limited,ORBTEXP,EQ
Orchasp Limited,ORCHASP,EQ
Orchid Pharma Limited,ORCHPHARMA,EQ
Oricon Enterprises Limited,ORICONENT,EQ
Oriental Trimex Limited,ORIENTALTL,EQ
Orient Bell Limited,ORIENTBELL,EQ
Orient Cement Limited,ORIENTCEM,EQ
ORIENT CERATECH LIMITED,ORIENTCER,EQ
Orient Electric Limited,ORIENTELEC,EQ
Oriental Hotels Limited,ORIENTHOT,EQ
Orient Press Limited,ORIENTLTD,EQ
Orient Paper & Industries Limited,ORIENTPPR,EQ
Orient Technologies Limited,ORIENTTECH,EQ
The Orissa Minerals Development Company Limited,ORISSAMINE,EQ
Orkla India Limited,ORKLAINDIA,EQ
Ortel Communications Limited,ORTEL,BZ
ORTIN GLOBAL LIMITED,ORTINGLOBE,BE
Osia Hyper Retail Limited,OSIAHYPER,EQ
Oswal Agro Mills Limited,OSWALAGRO,BE
Oswal Greentech Limited,OSWALGREEN,EQ
Oswal Pumps Limited,OSWALPUMPS,EQ
ShreeOswal Seeds And Chemicals Limited,OSWALSEEDS,EQ
Pace Digitek Limited,PACEDIGITK,EQ
Page Industries Limited,PAGEIND,EQ
Paisalo Digital Limited,PAISALO,EQ
PAKKA LIMITED,PAKKA,EQ
Palash Securities Limited,PALASHSECU,EQ
Palred Technologies Limited,PALREDTEC,BE
Panacea Biotec Limited,PANACEABIO,EQ
Panache Digilife Limited,PANACHE,BE
Panama Petrochem Limited,PANAMAPET,EQ
Pansari Developers Limited,PANSARI,EQ
Par Drugs And Chemicals Limited,PAR,EQ
Paramount Communications Limited,PARACABLES,EQ
Paradeep Phosphates Limited,PARADEEP,EQ
Parag Milk Foods Limited,PARAGMILK,EQ
Paras Defence and Space Technologies Limited,PARAS,EQ
Paras Petrofils Limited,PARASPETRO,BE
Park Medi World Limited,PARKHOSPS,EQ
Apeejay Surrendra Park Hotels Limited,PARKHOTELS,EQ
Parsvnath Developers Limited,PARSVNATH,BE
Pashupati Cotspin Limited,PASHUPATI,EQ
Pasupati Acrylon Limited,PASUPTAC,EQ
Patanjali Foods Limited,PATANJALI,EQ
Patel Engineering Limited,PATELENG,EQ
Patel Retail Limited,PATELRMART,EQ
Patel Integrated Logistics Limited,PATINTLOG,EQ
Paushak Limited,PAUSHAKLTD,EQ
Pavna Industries Limited,PAVNAIND,BE
One 97 Communications Limited,PAYTM,EQ
PCBL Chemical Limited,PCBL,EQ
PC Jeweller Limited,PCJEWELLER,EQ
Pudumjee Paper Products Limited,PDMJEPAPER,EQ
PDS Limited,PDSL,EQ
Pearl Polymers Limited,PEARLPOLY,BE
Pennar Industries Limited,PENIND,EQ
Peninsula Land Limited,PENINLAND,BE
Persistent Systems Limited,PERSISTENT,EQ
Petronet LNG Limited,PETRONET,EQ
Power Finance Corporation Limited,PFC,EQ
Pfizer Limited,PFIZER,EQ
Prime Focus Limited,PFOCUS,EQ
PTC India Financial Services Limited,PFS,EQ
PG Electroplast Limited,PGEL,EQ
Procter & Gamble Hygiene and Health Care Limited,PGHH,EQ
Procter & Gamble Health Limited,PGHL,EQ
Pearl Global Industries Limited,PGIL,EQ
The Phoenix Mills Limited,PHOENIXLTD,EQ
Piccadily Agro Industries Limited,PICCADIL,EQ
Pidilite Industries Limited,PIDILITIND,EQ
Power & Instrumentation (Gujarat) Limited,PIGL,EQ
PI Industries Limited,PIIND,EQ
Pilani Investment and Industries Corporation Limited,PILANIINVS,EQ
PIL ITALICA LIFESTYLE LIMITED,PILITA,EQ
Pine Labs Limited,PINELABS,EQ
Pioneer Embroideries Limited,PIONEEREMB,EQ
Pioneer Investcorp Limited,PIONRINV,EQ
Piramal Finance Limited,PIRAMALFIN,EQ
Pitti Engineering Limited,PITTIENG,EQ
Pix Transmissions Limited,PIXTRANS,EQ
The Peria Karamalai Tea & Produce Company Limited,PKTEA,EQ
Plastiblends India Limited,PLASTIBLEN,EQ
Platinum Industries Limited,PLATIND,EQ
Plaza Wires Limited,PLAZACABLE,EQ
Paul Merchants Limited,PML,EQ
Punjab National Bank,PNB,EQ
PNB Gilts Limited,PNBGILTS,EQ
PNB Housing Finance Limited,PNBHOUSING,EQ
Pritish Nandy Communications Limited,PNC,BE
PNC Infratech Limited,PNCINFRA,EQ
P N Gadgil Jewellers Limited,PNGJL,EQ
PNGS Reva Diamond Jewellery Limited,PNGSREVA,EQ
Pondy Oxides & Chemicals Limited,POCL,EQ
Poddar Pigments Limited,PODDARMENT,EQ
Pokarna Limited,POKARNA,EQ
PB Fintech Limited,POLICYBZR,EQ
Polycab India Limited,POLYCAB,EQ
Poly Medicure Limited,POLYMED,EQ
Polyplex Corporation Limited,POLYPLEX,EQ
Ponni Sugars (Erode) Limited,PONNIERODE,EQ
Poonawalla Fincorp Limited,POONAWALLA,EQ
Power Grid Corporation of India Limited,POWERGRID,EQ
Powerica Limited,POWERICA,EQ
Hitachi Energy India Limited,POWERINDIA,EQ
Power Mech Projects Limited,POWERMECH,EQ
PPAP Automotive Limited,PPAP,EQ
Prakash Pipes Limited,PPL,EQ
Piramal Pharma Limited,PPLPHARMA,EQ
Prabha Energy Limited,PRABHA,EQ
Pradeep Metals Limited,PRADPME,EQ
Prajay Engineers Syndicate Limited,PRAENG,EQ
Praj Industries Limited,PRAJIND,EQ
Prakash Industries Limited,PRAKASH,EQ
Prakash Steelage Limited,PRAKASHSTL,EQ
Praveg Limited,PRAVEG,EQ
Praxis Home Retail Limited,PRAXIS,BE
Precision Camshafts Limited,PRECAM,EQ
Precot Limited,PRECOT,BE
Precision Wires India Limited,PRECWIRE,EQ
Premco Global Limited,PREMCO,EQ
Premier Explosives Limited,PREMEXPLN,EQ
Premier Limited,PREMIER,BE
Premier Energies Limited,PREMIERENE,EQ
Premier Polyfilm Limited,PREMIERPOL,BE
Prestige Estates Projects Limited,PRESTIGE,EQ
Pricol Limited,PRICOLLTD,EQ
Prime Securities Limited,PRIMESECU,EQ
Primo Chemicals Limited,PRIMO,EQ
Prince Pipes And Fittings Limited,PRINCEPIPE,EQ
Priti International Limited,PRITI,BE
Pritika Auto Industries Limited,PRITIKAUTO,EQ
Privi Speciality Chemicals Limited,PRIVISCL,EQ
Prostarm Info Systems Limited,PROSTARM,EQ
Protean eGov Technologies Limited,PROTEAN,EQ
Prozone Realty Limited,PROZONER,EQ
Prism Johnson Limited,PRSMJOHNSN,EQ
Prudent Corporate Advisory Services Limited,PRUDENT,EQ
Prudential Sugar Corporation Limited,PRUDMOULI,EQ
Punjab & Sind Bank,PSB,EQ
PSP Projects Limited,PSPPROJECT,EQ
PTC India Limited,PTC,EQ
PTC Industries Limited,PTCIL,EQ
PTL Enterprises Limited,PTL,EQ
Punjab Chemicals & Crop Protection Limited,PUNJABCHEM,EQ
Puravankara Limited,PURVA,EQ
PVP Ventures Limited,PVP,EQ
PVR INOX Limited,PVRINOX,EQ
Popular Vehicles and Services Limited,PVSL,EQ
Physicswallah Limited,PWL,EQ
Pyramid Technoplast Limited,PYRAMID,EQ
Quality Power Electrical Equipments Limited,QPOWER,EQ
Quadrant Future Tek Limited,QUADFUTURE,EQ
Quess Corp Limited,QUESS,EQ
Quick Heal Technologies Limited,QUICKHEAL,EQ
Quint Digital Limited,QUINT,EQ
Quintegra Solutions Limited,QUINTEGRA,BE
Race Eco Chain Limited,RACE,BE
RACL Geartech Limited,RACLGEAR,EQ
Radaan Mediaworks India Limited,RADAAN,EQ
Radhika Jeweltech Limited,RADHIKAJWE,EQ
Radiant Cash Management Services Limited,RADIANTCMS,EQ
Radico Khaitan Limited,RADICO,EQ
Music Broadcast Limited,RADIOCITY,BE
Railtel Corporation Of India Limited,RAILTEL,EQ
Rain Industries Limited,RAIN,EQ
Rainbow Childrens Medicare Limited,RAINBOW,EQ
Rajesh Exports Limited,RAJESHEXPO,BZ
Rajnandini Metal Limited,RAJMET,BE
Rajoo Engineers Limited,RAJOOENG,EQ
Rajapalayam Mills Limited,RAJPALAYAM,EQ
Rajratan Global Wire Limited,RAJRATAN,EQ
Raj Rayon Industries Limited,RAJRILTD,BE
Rajshree Sugars & Chemicals Limited,RAJSREESUG,EQ
Raj Television Network Limited,RAJTV,EQ
Rajvir Industries Limited,RAJVIR,BZ
Rallis India Limited,RALLIS,EQ
Shree Rama Newsprint Limited,RAMANEWS,EQ
Rama Phosphates Limited,RAMAPHO,EQ
Rama Steel Tubes Limited,RAMASTEEL,EQ
The Ramco Cements Limited,RAMCOCEM,EQ
Ramco Industries Limited,RAMCOIND,EQ
Ramco Systems Limited,RAMCOSYS,EQ
Ramky Infrastructure Limited,RAMKY,EQ
Ram Ratna Wires Limited,RAMRAT,EQ
Rana Sugars Limited,RANASUG,EQ
Rane Holdings Limited,RANEHOLDIN,EQ
Rategain Travel Technologies Limited,RATEGAIN,EQ
Ratnamani Metals & Tubes Limited,RATNAMANI,EQ
Ratnaveer Precision Engineering Limited,RATNAVEER,EQ
Raymond Limited,RAYMOND,EQ
Raymond Lifestyle Limited,RAYMONDLSL,EQ
Raymond Realty Limited,RAYMONDREL,EQ
Restaurant Brands Asia Limited,RBA,EQ
RBL Bank Limited,RBLBANK,EQ
RBZ Jewellers Limited,RBZJEWEL,EQ
Rashtriya Chemicals and Fertilizers Limited,RCF,EQ
Reliance Communications Limited,RCOM,BE
REC Limited,RECLTD,EQ
Redington Limited,REDINGTON,EQ
Redtape Limited,REDTAPE,EQ
Refex Industries Limited,REFEX,EQ
Regaal Resources Limited,REGAAL,EQ
Regency Ceramics Limited,REGENCERAM,EQ
Relaxo Footwears Limited,RELAXO,EQ
Reliance Chemotex Industries Limited,RELCHEMQ,EQ
Reliable Data Services Limited,RELIABLE,EQ
Reliance Industries Limited,RELIANCE,EQ
Religare Enterprises Limited,RELIGARE,EQ
Reliance Infrastructure Limited,RELINFRA,BE
Ravindra Energy Limited,RELTD,EQ
Remsons Industries Limited,REMSONSIND,EQ
